uk:
Лєрмонтова|Лермонтова|3|150187573,317666714,360032094
Лісна|Лесная|97|34058886,34798355,35446505,41688041,74179300,80341093,93178497,99218717,102471017,108127192,115443463,118613141,123676145,130275674,132924430,133900767,142277747,142277748,149430133,152994472,153969770,161438908,163830669,169095619,169599959,170393715,170393716,170494621,170855471,174583417,183363129,183478254,184592259,187186929,187651504,188135711,188135712,190868582,192928221,201385829,203346659,204013199,213414089,218285866,220539510,220539513,220795744,221580489,225589619,228050436,228951442,229648940,232601752,236108614,237054129,242106795,242216170,242216171,242216172,242216173,245372750,255884448,275634392,315891608,317935254,320502820,328576171,330920109,336332231,339396288,342982339,354695003,354695004,354695005,354695006,356859407,356859408,360246144,360246146,360818706,360818707,360818708,362800582,362804534,363372761,363445754,365677097,365677098,365677099,365677100,368015660,368740161,370310323,370310324,371727894,384678295,392413721
Лісова|Лесная|277|34699242,34838171,35536993,38686140,38706808,44046021,47422316,49895710,53615702,53615711,55739248,59547336,60168668,61009917,61009941,65745139,68094250,71515590,77458872,81403298,83684633,85195769,86027441,97817556,99176453,99209189,100659511,101206138,101417076,103455435,107432839,108044695,108094421,108125845,108592615,110247197,111720891,112672054,112780976,118922611,120735024,120810962,121460273,122522088,125133261,126470901,126470902,126470903,126923661,127029389,127029392,128614585,129584776,130735201,130735282,131313734,131313735,131313736,136036039,136160890,137048152,138212630,143182650,144107722,144724148,145004704,145202351,146556133,147462903,148068996,148586904,151644208,152450575,152646118,153313056,153314663,153315609,153316016,153326198,159506087,162232724,162601086,162601097,162905856,163794858,164342298,166144240,167037826,167785817,168351755,169105704,169398750,169398754,169407890,170367405,172269109,172609598,175131232,176156238,176157298,176157299,182749128,182889876,183666204,184881484,185310753,185676612,186853716,186922552,187081148,187354763,187937099,189665157,193709598,193709600,194095729,196472034,198661411,198873165,200170077,200879119,202707924,202739836,202810948,203620248,203630483,203630485,205745947,206511761,206618439,206894338,208577726,212847308,216524332,217839445,218128614,221968017,221972586,222890138,222890139,224827759,227407219,228138239,229924336,229980421,229980445,230624649,230634306,230634307,231114805,233097999,233446722,233788322,233788323,233788324,233788325,233788326,234092448,234548161,235460138,239284313,239989805,240434496,240434501,240476330,240476344,240534634,241955227,241955234,241955238,243708531,243708590,243873100,244545066,244689083,246686826,246780351,247041427,249354690,253076709,254593735,254967589,259065931,260658002,266126370,267598134,269528195,271546881,273934597,278539244,279639323,281654516,285226504,286301533,290510617,292519580,292756030,292784180,294831291,294969726,297493967,297597979,297597981,299129513,300782448,304463077,304463079,305852182,306168838,307110331,307123796,307885937,307885939,312428089,314726445,315741502,316758278,317062745,321034863,322194890,322923972,325559180,326056259,326056264,326344948,326997362,328909373,330180225,330180933,331679728,331679731,331679732,332122964,332347415,333162998,333164310,333321789,333634069,335825562,336012709,336074273,336291949,336515333,337072670,337175489,337258885,337677609,338296996,338517065,338517066,340399539,340399540,341771323,342102607,342185904,352282701,355943687,356126365,356305031,357188095,357470398,357741083,357741109,357741112,358560021,358560022,359589863,359646760,363887091,364179225,368999863,369762428,369776917,372167556,374538207,377840843,398576413
Лісний|Лесной|5|102843497,109559848,202773809,328626048,369551543
Лісовий|Лесной|61|5155362,26560536,26560537,26560540,26560542,26560543,26560544,26560547,26560550,28456722,28456723,55223048,59826783,61322541,86027324,88833970,97585556,97803826,116874498,118547665,120866379,129694803,136037266,142277749,151360757,151360759,153326199,153326200,153326201,154137158,159097774,159298099,173138627,175802143,182388783,243917530,249619755,252242552,260186878,261900772,277007849,297598078,300782450,301393632,315612193,317399336,325207025,331344416,371696443,403656182,405455722,405455723,405455724,405455725,405455726,405458260,405458261,405458262,405458264,405458265,405458266
Льоні Голикова|Лёни Голикова|1|46923140
Льоні Голікова|Лёни Голикова|4|105452962,105452963,105452969,112726098
Літна|Лётная|3|42359683,185694732,185694735
Льотна|Лётная|4|49151055,95946232,149709395,203997862
Літний|Лётный|1|45113984
Льотний|Лётный|1|189223712
Лиманна|Лиманная|10|4434221,66206047,101502748,107817364,119237360,173195844,220566334,220749547,321578275,391412164
Ліманна|Лиманная|1|317139861
Липецька|Липецкая|7|34352638,39267878,107412200,118512425,136180814,142878893,159305455
Ліпецька|Липецкая|1|226063139
Ліпєцька|Липецкая|1|169558266
Листвена|Лиственная|3|38316577,38316579,38316582
Листяна|Лиственная|1|51138911
Литвинова|Литвинова|18|42487270,44579077,49482259,109209279,110249546,110261007,120656371,127030267,129011314,129011319,129011349,130549615,142957888,150430591,249353241,296800122,300617347,353839708
Літвинова|Литвинова|1|24621762
Літвінова|Литвинова|10|95851204,116607192,119160375,157753827,164477857,200059031,209720403,332236453,362596253,403486912
Ливарна|Литейная|14|27036768,33868628,49482513,96562266,103517875,127183372,146977349,184457425,242940231,275642367,290479207,290479208,306319284,355161775
Ливарська|Литейная|1|30813847
Литейна|Литейная|2|135548949,307935261
Літейна|Литейная|1|132113806
Літке|Литке|6|25980386,107352358,146185301,198943204,218916536,238863330
Літкє|Литке|1|66363364
Лихачова|Лихачёва|4|144235990,167872179,181243843,296798403
Ліхачова|Лихачёва|21|38649668,59543609,110249594,110379723,113159176,117809578,122072221,136266049,142937720,145223736,169633510,179042892,180167517,200442661,224996017,224996018,226125405,268666511,302029609,321955672,361903677
Лихолєтова|Лихолетова|3|34374116,149723066,295164880
Ліхопетова|Лихолетова|1|138715899
Логвинова|Логвинова|2|145224253,268130754
Логвінова|Логвинова|2|101682245,246316078
Лодочний|Лодочный|3|129582205,228128778,389939384
Човновий|Лодочный|3|160650400,162274027,162274028
Лозовий|Лозовой|5|116874507,148610383,164477855,169053577,272750892
Лозової|Лозовой|1|199422467
Лозівська|Лозовская|8|151293704,151298215,151298216,151298217,151298218,165643479,196703650,296799857
Лозовська|Лозовская|6|34203123,90369311,90403459,132237914,135783153,156975979
Ламана|Ломаная|9|56065281,61327135,81132407,127567850,150817563,215483510,228050435,229873362,260482168
Ломана|Ломаная|2|220068196,376126253
Лугівська|Луговская|1|104986658
Луговська|Луговская|1|207883215
Лугівський|Луговской|1|85078520
Луговський|Луговской|1|200070445
Лунна|Лунная|1|186193405
Місячна|Лунная|6|31766081,100469839,180729794,238976086,263921685,299732235
Лучева|Лучевая|1|135685188
Променева|Лучевая|12|55980551,60199912,88387200,103523774,103523775,110559994,121374273,142647116,147111391,166114221,187778511,187778512
Лучиста|Лучистая|2|107935288,244680173
Промениста|Лучистая|2|96213980,218745642
Лева Ребета|Льва Ребета|1|115829387
Льва Ребета|Льва Ребета|1|150828117
Лева Толстого|Льва Толстого|1|127240894
Льва Толстого|Льва Толстого|96|8385806,24377092,24444276,25410371,27227726,27227727,27227974,30842481,30894598,31114465,31141606,32949128,32949158,33742171,33742172,33742173,35605979,39645472,47509384,48903478,48903479,49482421,54828374,59462572,61684238,66363789,66363799,79825802,79825808,83355209,88311660,88449107,100982011,104438305,112557902,112807809,113138320,120079309,120287661,121533831,129014931,129273534,130743352,133488150,134510352,134819554,134906101,146647674,153326573,159883061,160970847,161206077,164057181,164477783,165398153,172454721,172454737,172454739,182241810,182241811,184720216,185353900,191157186,193707337,195002602,195002618,199093696,199515990,207562165,222886285,223585801,224397362,224397363,228241247,228730581,228730606,234540069,258694626,260630268,289992724,289992750,289992898,292347338,293408283,300715813,300720932,307087030,308388031,309203351,316497152,335265857,338282458,356941223,368112018,368112020,391863555
Любимого|Любимого|1|135685189
Любімого|Любимого|1|233788327
Крамнича|Магазинная|2|38588154,87294485
Магазинна|Магазинная|1|302302020
Магдебургського Права|Магдебургского Права|1|108566278
Магдебурзького Права|Магдебургского Права|1|377261516
Майська|Майская|7|24503849,42738065,83903215,98308670,124941642,167371912,312756201
Травнева|Майская|53|41999853,46923133,49872143,99494990,100670708,103043470,105576816,106777045,107104526,110247212,111348853,118792857,119243050,129694788,130543548,148586934,148586948,153326578,156650863,164366388,168484938,170640418,188333988,195218605,195446997,199389815,211449769,223058609,227204831,227624932,228600013,229389964,229389992,233446710,243296624,246764723,259181710,265642907,278539256,283563000,285226469,285226495,285226503,288052008,288052009,315763003,318352091,318803625,332526353,332526354,360136397,365270171,365270175
Макаренка|Макаренко|69|31288646,31510906,32460399,38649300,38650001,49482264,50407077,65624104,69253185,69253371,82711499,82824915,89239254,89239288,89241091,91971557,96561196,96561207,97869496,99408987,105069348,107456318,107551640,108429718,110574368,112779351,114445998,114446021,114446022,123099342,124066439,126895635,129694807,132235913,132235915,133266506,134534266,135303211,137645786,137645788,138095376,141041399,143220993,147591616,147689036,148462634,151277669,160970910,169630998,170513902,175393791,185421220,188912642,199215528,199218084,222883733,225106592,238166660,242843064,254593718,277012994,278071593,290937658,291559388,305515787,306334760,336629934,343944373,352800433
Макаренко|Макаренко|1|164479210
Макарівська|Макаровская|1|33126055
Макаровська|Макаровская|1|38284760
Малиновського|Малиновского|50|25964832,33893293,34074418,38817092,39162644,47895651,51798770,97680666,99167819,104131167,104920460,105442628,106287104,106287121,106287131,106287135,107909077,111536899,115443444,121949661,125197880,134463631,135112560,135112562,135230289,136023049,136027485,144276399,150978599,153971464,154389236,159511368,173253631,185853203,187381010,204214816,214760232,215296275,215296276,215296277,216506122,218621594,222876838,227902179,263931324,272845119,279935249,280730255,330203479,336430456
Маліновського|Малиновского|3|69071846,169309151,280740044
Малишка|Малышко|11|31020626,114127141,140678966,168816556,170584487,257746920,287205481,287205482,287834598,287834615,323563896
Малишко|Малышко|1|160705777
Манюшка|Манюшко|2|115193580,115554204
Манюшко|Манюшко|2|378274861,398154722
Маресьева|Маресьева|1|129929378
Маресьєва|Маресьева|5|106287126,148390756,307841184,309055838,330818756
Марєсьєва|Маресьева|1|173866604
Марка Вовчка|Марко Вовчок|30|24390311,31145671,31297287,33145262,46918935,85078566,100117919,109229108,113597284,119960145,124198641,141041395,144874498,147037586,167098661,167098701,168251063,168972074,169118011,178004664,188135713,189805015,206256106,222282072,222430857,224518688,260482172,261636438,362790310,364984569
Марко Вовчок|Марко Вовчок|11|42738049,77784614,80333819,83524550,106361503,106361517,110246426,112981555,115881976,230240606,364392999
Березнева|Мартовская|11|32460390,37971086,100413533,101375026,111636249,113338942,117403167,188627011,189651089,282362524,353622342
Мартовська|Мартовская|3|104119112,114439791,155855754
Марченка|Марченко|3|314845281,321134546,324751589
Марченко|Марченко|1|168412353
Маршала Гречка|Маршала Гречко|8|5169653,5169654,38453432,50071506,169363871,172519644,332249245,368075101
Маршала Гречко|Маршала Гречко|1|221473076
Мар'їнська|Марьинская|2|103537188,312952860
Мар’їнська|Марьинская|3|34359617,91518591,155149817
Матроса Кішки|Матроса Кошки|4|34597092,85639542,91246276,353622947
Матроса Кошки|Матроса Кошки|1|114228605
Мачтова|Мачтовая|2|108546719,169315881
Щоглова|Мачтовая|2|29217729,50552832
Машинобудівельна|Машиностроительная|1|143623189
Машинобудівна|Машиностроительная|8|28191391,32460243,38197129,110178543,164477861,178318788,244680122,360675024
Маяковского|Маяковского|1|151913526
Маяковського|Маяковского|299|4423499,24536105,25049868,25339830,29379884,32875633,32875636,33743043,35285710,35285711,35414322,35537004,36537354,36537355,36537356,37413702,37752644,38061148,38358846,38707456,38710087,39011102,39480327,39486982,39486983,42217488,42942350,44615254,49038316,50402990,50403137,50406077,51528595,54367625,54367626,58657226,59462537,59538714,59608669,60145263,60199110,61009927,61677620,67367009,69071814,80262690,84977346,85254890,86991427,94859897,95851197,96613275,97201939,97222709,97585554,98287247,98478092,99416117,99416118,100971299,102843477,102843570,104438663,106361494,106809496,107551627,107909061,108566273,109092243,109212449,110019428,112150962,112691956,112969231,114023917,114946878,114946882,115853958,115853967,116716244,116806410,116818984,116818985,117817393,118710512,118922614,119166653,119212695,119438201,120003805,120699562,121460284,122693363,123640877,124859876,125230049,126778592,127030249,127370739,127626648,128751695,128751696,128751715,130055199,130398612,130735213,130735289,130989573,130989574,131584757,131670493,131670494,132113805,132216111,134418088,134806764,135037739,135775876,136199617,138451913,138466500,139967962,142277755,142277756,143068823,143068831,143068832,143104375,145280196,145407876,146614779,146992299,147184476,147469783,148634653,149626344,151906766,154879856,157424385,159185104,160975272,161677999,162531588,163077200,163082484,165305533,165305534,167034556,167034557,168948435,169759903,170209669,170243920,170582285,171032448,171032449,172350932,172375482,175802144,177947151,179410341,181264914,181264916,181265050,181284379,182494613,182495634,183037097,183717531,184808331,185143034,185697091,186095674,186334999,187835202,188003110,190062997,190167860,191554459,191559120,191559123,193833744,194109023,194305142,197543041,199102728,199298731,199786898,201612519,203226643,209023316,211113747,211113749,212894371,212894373,212894374,218729756,219956946,221472968,221473095,221579197,224210891,225292364,225558334,225902896,226726429,227076066,228975467,229017819,230624653,233966922,236189121,236189122,236431307,236435929,238090472,238212516,238212518,238616024,242751740,244337478,244605216,247252227,249018128,253077976,254248670,260630295,260630336,260647570,260647572,260647574,263824426,263824436,263824438,264623770,265073454,265140323,266285529,272252232,272795135,278521652,285947071,286301581,287470137,287611038,287611040,289079841,289079897,289079898,294106783,295166314,300720964,301225179,308372783,308586782,310076939,310076940,310076941,310076942,310076943,311077846,317097257,317665892,318441876,330673566,331719055,331933352,333598470,334192576,335647287,335647289,335673630,335705016,335885634,336015234,336075061,336559701,336559703,336904386,336932686,337072672,337149026,337149027,338385044,338409546,343944376,344655610,348399615,354926517,358217903,360032092,360032095,361868839,365467709,368620982,373323016,376116480,379527271,380042167
Медведєва|Медведева|12|34596426,37701661,80678239,80924073,103190998,103191008,104140894,115596751,116717520,190479957,190479958,290672792
Мєдвєдєва|Медведева|2|178496280,199513888
Медицинський|Медицинский|2|167037254,167037256
Медичний|Медицинский|6|38649714,87285146,114127196,213567123,264161163,395251208
Межева|Межевая|3|81130844,155852105,215075685
Межова|Межевая|33|31165236,31742788,31743389,66377241,66377264,89180297,95267462,98029517,100143776,100143779,132117142,143034031,147682184,150046048,165884663,186727833,195422285,203253891,212304566,228050438,254245003,254247408,255018109,289951236,300715816,311906777,314876378,315124304,315206543,331423147,336713088,359763769,367982851
Межевий|Межевой|1|80881724
Межовий|Межевой|12|31154713,142681211,152616226,197332028,289080952,289915405,302095857,305088058,360193046,360618205,375528808,375528809
Мелитопольська|Мелитопольская|1|46923141
Мелітопольська|Мелитопольская|13|30415008,36783780,111805520,136229659,193072525,207605507,223921871,223921874,223921876,223927729,223927741,223953601,315471689
Крейдяна|Меловая|3|110051712,229110677,286585446
Мілова|Меловая|5|43513813,101325171,101325213,335265858,335265859
Мельнична|Мельничная|2|224655137,317397027
Млинарська|Мельничная|1|88299767
Млинівська|Мельничная|1|266454511
Млинна|Мельничная|11|83603694,185595524,185595533,185599351,185659998,185660022,188180558,188182876,188182877,188182878,188182879
Млинова|Мельничная|7|118214357,151357572,151357574,177807255,181396971,272763313,289080966
Мельничний|Мельничный|6|186853714,188939985,190339134,214776428,224655139,338253830
Млинний|Мельничный|1|159097895
Менделеева|Менделеева|1|128382449
Менделеєва|Менделеева|1|184292192
Менделєева|Менделеева|1|316489795
Менделєєва|Менделеева|98|26828200,27158207,27250566,33715021,36818180,36818181,42177238,43103846,43968389,43968390,45672505,46923147,54754087,58657243,60196486,60196492,72098631,86267576,86873879,88516337,88833967,90966222,90966227,91968516,93333021,100982010,103682401,107678748,108134624,108134627,108134634,108134644,110379671,110379703,112572321,112807851,116689010,117784424,124064497,126510543,127020970,128614527,128614562,130115751,131654323,132375536,133828631,135418709,136027443,136027481,136229660,140892427,143085477,145006098,146411975,146411976,147002104,150202437,151373482,154285504,154547283,167262373,168948439,168973147,175379444,185146726,189526238,191677781,198196378,199424600,206000824,217523341,220910292,220910295,220910302,220911205,220911207,222883729,232258503,242868153,255448259,255994671,262363531,272377373,272840213,273890490,286301642,291608867,293953767,300947320,300947326,301613197,310266171,319543170,323037642,333693698,361558586,377585064
Меркулова|Меркулова|1|107327862
Мєркулова|Меркулова|1|130539010
Металургійна|Металлургическая|8|39217451,168973131,244680161,306216751,306216752,306217384,318279677,399669017
Металургічна|Металлургическая|3|34359730,190655989,195291476
Метробудівська|Метростроевская|6|30475830,51068575,83924184,244605218,244605219,313201312
Метростроївська|Метростроевская|1|81046970
Механізаторна|Механизаторская|1|143841200
Механізаторська|Механизаторская|4|4421942,151362892,162760102,293324220
Мечникова|Мечникова|50|4423492,8142141,27232709,27232710,27232711,28850569,28850575,29115108,33899801,35203086,35481208,38651290,55951623,56735043,56735046,59462558,59462565,77798894,82765560,83359977,89547702,103621280,103621281,103621283,107449666,109229069,112501290,121849839,131988345,132324974,133314396,140892694,145113730,148345638,162136253,186193431,188411923,196773161,227118769,227902186,240831146,250563524,279478297,279478298,285402592,289854583,290672793,302357103,361155393,388217527
Мечнікова|Мечникова|5|128382451,159233395,159235765,276041084,323037846
Мєчникова|Мечникова|1|30894265
Мєчнікова|Мечникова|3|86267525,89783003,139099821
Милашенкова|Милашенкова|2|111805509,125398551
Мілашенкова|Милашенкова|1|150837601
Міліцейська|Милицейская|9|31452440,95928943,126710972,135330254,147571963,151201348,153972962,159545701,286301537
Міліційна|Милицейская|2|118789880,311959245
Мирошниченка|Мирошниченко|6|54828426,149626322,172806763,272806155,336785038,336886711
Мірошниченка|Мирошниченко|4|102843539,135112570,167428454,167428463
Мірошниченко|Мирошниченко|4|289080925,290564483,290565169,290565172
Мирющенко|Мирющенко|2|111871253,111871256
Мірющенка|Мирющенко|5|99839858,99839867,99839871,144533164,148129970
Михайличенка|Михайличенко|6|35147046,167676268,186937041,310879648,325210640,342359442
Михайліченка|Михайличенко|1|279967739
Мічурина|Мичурина|1|287247425
Мічуріна|Мичурина|310|25912508,30263505,31727792,31765800,31766015,34359470,34359471,35286217,38650914,38893200,39448835,44835062,46275137,49927828,54276701,54448103,59538685,59638104,60195844,60195852,61189128,61381963,67557225,71738633,79537866,80812713,81047011,84858854,88368635,88901533,90842502,90879759,95085886,95087968,95847454,95850488,96425922,97532907,97534987,97588243,98194557,98287251,98310364,98418090,98765975,99063137,99170127,99209193,102007717,102327211,103043465,104437946,106292865,109387795,110134450,110452964,111522029,111818532,111853616,112864869,115395484,115555330,115596855,118796572,119032148,119240307,119418030,120286620,120656372,120735025,122118331,123890938,124063042,124793043,124972029,125503500,125553372,125587054,126710971,127097075,127417210,127727672,129367595,130541619,130735253,130989577,131488371,131584747,131621017,132113802,133412967,133412974,133736047,134266313,134819556,135430359,136124820,137573081,138146273,138468909,139125647,140227945,141267885,142277762,142282087,142312976,143234570,143969171,146246633,147418409,147760754,147760757,148434299,148890695,150187712,151289237,152995615,153466363,153466372,154572684,155878202,155878203,156093881,156440507,158202279,159185263,159632238,160229014,161909803,162034952,163563471,167098652,167237725,167237729,167237734,168314641,168314652,168314653,168314654,168314659,168314674,168442885,168442886,169338116,169667148,170433313,170433330,170433333,170433348,170433350,170881640,170881641,171047647,171248456,171648440,172268906,174767583,174964522,176363862,180233242,182390103,182399882,182494599,182575934,183118737,183304184,183469773,184114701,184114702,184130439,184180882,184540444,185353874,188003099,188642003,188642007,190062998,190479960,190479963,190868583,192397120,194109016,196773163,197151653,198122658,199513911,200059032,203094453,203615580,203997863,205203918,207064638,207064641,207064658,207064661,207064663,207064671,208287046,208977784,211113733,217501876,217839431,218128607,218128617,218128621,219837195,220260622,220910289,220910296,221472997,224333638,226197300,227789553,228730561,229017814,229017826,229355101,229931067,233828301,236759658,238091713,238998761,243835986,244540859,253385886,254593720,254796111,258694627,262239687,266497137,266583014,269909651,269927585,269927600,270270146,272377365,274225389,274330934,275664604,277506137,277506139,278071596,280182676,282081060,282578973,285628165,287124130,287205486,287207365,289381562,289383019,289386358,290510596,292037994,292037995,293245282,295839258,298326540,299038343,303946234,304998712,305081385,306255117,306529060,308465531,310083852,310083853,312126642,312421925,313440043,313624274,314568211,316381827,316675143,316675144,319518704,319671081,320315680,321437781,323165318,330804444,331967892,333589961,333589964,333589970,335646796,335673642,335705453,335807505,336373780,336559711,336559713,336559827,336594639,336603461,336603462,336932688,338660185,340059007,348319700,352782109,353422814,363465095,363912712,377429050,379086638,380872837,390267284,390267285,391972973
Мічуринська|Мичуринская|1|172985186
Мічурінська|Мичуринская|3|82538884,115607500,118907892
Могилевська|Могилевская|4|39542416,135629966,154194091,169317547
Могилівська|Могилевская|3|85311300,105592490,139380187
Моїсеєнка|Моисеенко|4|157127918,296310224,300769201,300769202
Мойсеєнка|Моисеенко|1|37726497
Монюшка|Монюшко|1|34497691
Монюшко|Монюшко|1|30933903
Модрівська|Мопровская|3|160329964,338598017,339306484
Мопровська|Мопровская|3|201453778,214754667,214776435
Мопрівський|Мопровский|1|314781229
Мопровський|Мопровский|2|107721459,110965907
Москворецька|Москворецкая|2|40945541,131991125
Москворіцька|Москворецкая|1|99564357
Мостобудівельників|Мостостроителей|1|50563101
Мостобудівників|Мостостроителей|2|194092347,194095785
Мармуровий|Мраморный|2|88334958,136021588
Мраморний|Мраморный|1|192763989
Музикальна|Музыкальная|2|157249679,169322228
Музична|Музыкальная|9|34572800,35013855,112378993,125598737,153312932,153326242,161521891,349809391,378026813
Мукачевська|Мукачевская|1|26394938
Мукачівська|Мукачевская|21|5158724,47510444,53354000,53354003,53615717,58261603,87716937,93178516,97860259,98185951,98185952,101495431,127240892,127240893,150195012,150765873,176719131,227407221,231029796,232924260,232924261
МЮДа|МЮДа|2|95601366,200005156
МЮДу|МЮДа|1|135037752
Набережна|Набережная|518|24196996,24341675,24535708,24637864,25277178,25341137,25964176,26394678,26561259,28446039,28602492,29074897,30640096,31293156,31524423,36781528,40026091,40641259,40641260,42647678,43138603,44529318,51426032,51894416,51894427,53557506,54724179,54930987,55848533,56214413,57014787,57014795,57035329,57035331,57035334,59638107,59638109,59638110,62131170,71544508,71554688,71594424,72542384,74661376,77047563,78820277,79418064,79418065,82488132,83134015,83134016,83359965,85682224,85851125,88895304,90123525,90127215,90697492,91784023,91968517,92002443,95001552,95001570,95851138,96039321,96039324,96043612,96982369,98870573,99065767,99495008,100015566,100783994,100882400,101325290,103631034,104427386,105069322,105069354,105120428,105593771,105678647,105870780,107909091,108911708,109229090,109812790,109812792,110144080,110555738,110645178,110656056,111559482,111559511,113555509,114328093,114328105,114929483,115327132,115540993,115555484,115604623,115848082,115854001,115856051,115951298,116607237,116829803,117461869,118795001,119032135,119494557,121160365,122779424,123072623,123350701,124799820,125143673,125197405,125587052,125587053,125587055,126494994,126499898,126510465,126734830,127727673,127727674,127727675,128230990,128484364,129367669,129579470,129997226,130545056,130735191,130735268,131241087,131465618,131621075,132731255,133900761,136028762,136587944,137571239,137572041,138339050,140062738,140096314,142277763,142277764,142817555,142817568,143623938,143856660,144128789,144275199,145691478,147688610,147762741,147851389,148186838,148468129,148586917,148586949,148603598,148605759,148605805,150187708,150274230,150454230,150883690,151645490,152450572,152450577,152450585,152820093,152822699,153028031,153095206,153326246,153586609,154228794,154327643,156440502,156443309,156609988,156848554,158664261,158684195,158937204,159298166,159709711,160308688,160526376,160975212,160975259,161791921,161791923,162943144,164425637,165581550,167098632,167244777,167824112,168463155,168948448,168948452,170276727,171094974,171094991,171094994,171447233,171448187,171884246,172502730,174964523,175597559,176822136,177969773,178063858,178526723,180302056,180606753,180631648,180955808,181424702,181429703,181606974,182350254,182909201,183209574,183824677,183897809,183897851,184319459,185445711,186331691,186937055,187063320,187287701,187287705,187637145,188087947,188182169,188319131,190739572,190927621,190927622,191582640,192259818,193676725,193694761,193709594,194092743,194780458,197957844,199250702,199603497,199770541,200333851,200333882,201619398,203094460,203450474,203613236,203867125,203867126,204086748,204099083,204099084,205023618,206190212,207184206,207511717,207757948,208764102,209187241,210616169,211092558,211254772,211460523,213409943,213578972,214275465,217842461,219954101,220992506,221866374,221965603,223042773,223916223,224368320,224518663,224749520,225708180,226347880,226573198,228050439,228730580,228980979,229087999,229385065,229796225,231825388,232053618,232053620,232685644,233446703,233637675,233637759,234249610,234342982,234453035,235460184,235460205,236189123,236189125,237267188,237457686,237457687,237993430,237995981,238548485,238913037,238959623,238959624,239099116,239099117,239809709,240037675,240144685,241108067,242013950,242733221,243756537,243959452,243959466,243991852,244031703,244092000,244092005,245411513,245445709,249003341,249462322,250533234,250813310,256435744,257337400,257337559,258624271,259065935,259187484,259257630,259257634,260151898,260758836,261079358,261448777,261847346,266497138,267575846,268080951,268080952,268080954,268272746,268850290,270496782,271506059,272806114,274329714,276350424,278013691,278410073,278622582,278622587,278819354,278833587,279360671,279360672,279714695,285396906,285396908,285396924,285396940,285651295,285791536,287170259,287213720,287690880,287690882,287690885,287977263,288579534,289080923,289385874,291367056,291878649,291878650,291878651,291878652,291878653,292347341,292622535,292743307,293933644,296230762,297492703,297598031,300266393,300266395,300384038,300813848,300947315,300947324,302458558,302458560,302458562,302458563,302458564,304625137,305760054,307107619,310201584,311315854,312406380,313735389,313743701,315762585,316079180,316496914,317935264,318982157,322724286,325459438,325460190,325460191,325460419,325460420,325499582,325499587,329444707,329863742,330587573,330673503,330673545,332383820,332399583,332535235,332917846,333296841,333469609,333506388,333539437,333600055,333618322,333622454,333660970,333921349,333922397,334509583,334684509,334729973,335370869,335652059,335813704,335816037,336062537,336075062,336092880,336092881,336559722,336559723,336607749,336723676,336810601,336843639,336843646,336843649,336856370,337168961,338259072,338382465,338439395,339706618,339706620,347990512,349701756,350359696,354926493,356117803,359828225,360101493,360102789,360102797,360102798,360337255,360337256,361191880,361191881,362442549,362804535,364896955,365316744,365347303,368362870,372193562,374104446,374456246,375503576,376049013,376218440,378035036,387426832,397952134,399312846,399317719
Сотника Синельникова|Набережная|1|232801206
Нагоринка|Нагоринка|3|271743232,289565498,289565499
Нагорінка|Нагоринка|1|257974299
Нагірна|Нагорная|82|8161042,25335117,34753072,46343149,54828490,57997780,74725003,79298470,80562966,95850424,100971304,104863116,105870775,106361519,108310632,114439454,114439469,114439490,115193615,115983710,118718552,119494797,119494798,119494802,119494803,119494807,119494808,119494811,119495362,120735037,121476506,121476507,128914730,131321967,136033381,136033383,136033388,143073165,148178700,150570387,150570391,153326248,153326249,155058911,156410818,156810531,160526377,165305535,165305536,167037808,167676226,167676227,167676228,183152285,183317298,185628543,185628547,188096078,190054218,196773164,203905199,209070800,209111636,231901956,243965658,243965678,268637977,274368824,275639195,286639100,289080949,289080950,298206880,298206881,300715826,300715840,302025634,331058760,336603465,336747530,353798426,397059872
Нагорна|Нагорная|14|59418982,101175681,109229047,111348855,130740762,134895786,137567995,137568002,150463054,153652830,233623044,307907536,329897487,335825563
Нагірний|Нагорный|10|51048981,97683282,101325365,133624486,182199053,183317285,250563533,261079360,261079361,287236140
Нагорний|Нагорный|4|38588148,87594543,127029388,315676590
Надєждинська|Надеждинская|1|105851642
Надіївська|Надеждинская|1|34777909
Сподівань|Надеждинская|2|65526465,400866735
Назарівська|Назаровская|1|26913342
Назаровська|Назаровская|1|92417256
Наклонна|Наклонная|2|105487599,107822886
Похила|Наклонная|5|53615705,151464937,167370151,170083508,184543502
Напірна|Напорная|1|277505099
Напорна|Напорная|1|91624847
Нариманова|Нариманова|2|116607190,116607216
Наріманова|Нариманова|7|23757554,89197708,110568371,254681311,254681312,254681313,254681314
Нарофоминська|Нарофоминская|3|137376222,334778271,334778272
Нарофомінська|Нарофоминская|1|34161381
Науменка|Науменко|2|227076070,227076071
Науменко|Науменко|2|144508142,220910287
Нежданової|Неждановой|8|51137728,51137729,51137732,105487547,115193345,157899445,169363866,391416215
Нєжданової|Неждановой|1|139539989
