Івано-Франківська область|addr:street|Вічевий Майдан|301301998
Івано-Франківська область|addr:street|Говерлянська|144275342
Івано-Франківська область|addr:street|Івана-Франка|306149662
Івано-Франківська область|addr:street|Майдан Шевченка|278542812
Івано-Франківська область|addr:street|Тролейбусна|303155059
Івано-Франківська область|addr:street|Федика|224082141
Івано-Франківська область|addr:street|Шевченка|307592694,307592695,307592696,307592697,307592698
Київська область|addr:street|Ворошилова|303678463
Київська область|addr:street|Дачна|298354126
Київська область|addr:street|Дружбы Народов|298764897,298782458,298863895
Київська область|addr:street|М-н Гайок|132528763,141198975,143987929,192912487,192912488,192912489,192912490,192912491,192912492,192912493,283851611,283851612,283851613,283851614,283851615,283851616,283851617,283851620,283851621,283851622,283851633,283851634,283851635,283851636,283851637,283851638,283851639,283851640,283851641,283851642,283851643,283851644,283851645,283851646,283851647,283851648,283851649,283851650,283851651,283851652,283851653,283851655,283851659,283851660,283851661,283852114,283852116,283852118,283852120,283852121,283852122,283852123,283852124,283852125,283852126,292934781,292934783,292934785,292934787,292934789
Київська область|addr:street|Орджоникидзе улица|255840609
Київська область|addr:street|Поляна Лісова вулиця, с. Бузова|159913464
Київська область|addr:street|Привокзальная|298781825
Київська область|addr:street|Центральная площадь|298527321
Київська область|addr:street|Ярослава Мудрого|290656834,290656836,290656837,290657109
Кіровоградська область|addr:street|Бондаривская улица|290510931,290510932,290510933,290510934
Кіровоградська область|addr:street|Горный тупик|290629555,290629556
Кіровоградська область|addr:street|Звездный переулок|290638154
Кіровоградська область|addr:street|Калоборокская улица|290648194,290648195,290648196,290648197,290648198
Кіровоградська область|addr:street|Качановская улица|290889537,290889538,290889540,290889541,290889543
Кіровоградська область|addr:street|Клочковская улица|290637131,290653197,290653198,290653199
Кіровоградська область|addr:street|Короповская улица|290847877,290847878
Кіровоградська область|addr:street|Куйбышева|207605458
Кіровоградська область|addr:street|Розы Люксембург|258576862
Кіровоградська область|addr:street|Свердловка|290678134
Кіровоградська область|addr:street|Тясминская улица|291155627,291155628,291155629,291155631
Луганська область|addr:street|2 микрорайон|253483191,253483192,256021585,256022115,256022490,256022541,256022712,256022796,262895644,262896929,262897672,262898144,262898179
Луганська область|addr:street|3 микрорайон|252252932,252252970,252253683,252253980,252254142,252254890,252255010,252255561,252255834,252255965,252256178,252256623,252256865,252257008,252257158,252261201,252671530,252671731,252672137,252672903,252673180,252676637,252676638,252676763,252677075,252677170,252677468,252677566,252678089,252678288,252678318,252678372,252678647,252678915,252678976,252679028,252679175,252679758,252679910,252680257,252680334,252680694,252681528,252683038,252683049,252683137,252683388,252683471,252683577,252683670,252683889,252684015,252684138,252684264,252685181,252685359,252759497,252759628,252759687,252773098,252773129,252773777,252773778,252774001,252775225,262902696
Луганська область|addr:street|40 Лет Победы|306478582,306478585,306478587
Луганська область|addr:street|Алея|262209252,262209375,262209851,262209958,262210038,262210264,262210334,262211420
Луганська область|addr:street|Вилисова|112782112
Луганська область|addr:street|Волкова кв.|290295901,290295902,290295903,290295904,290295905,290295906,290295907,290443126,290443127,290443130,290443132,290443134,290443135,290443137,290443139,290443140,290443142,290443143,290443146,290443147,290443149,290443152,290443154,290443156,290443157,290443159,290443160,290443162,290443163,290443165,290443167,290443168,290443169,290443170,290443172,290443174,290443175,290443177,290443178,292575318,292575319,292575320,292575321,292575322,292575323,292575324,292575325,292578352
Луганська область|addr:street|Гагарина кв.|292600207,292600208,292600209,292600210,292600211,292600212,292600213,292600214,292600215,292600216,292600217,292600218,292600219,292600220,292600221,292600222,292600223,292600224,292600225,292600226,292600227,292600228
Луганська область|addr:street|городок Пархоменко|176833481
Луганська область|addr:street|Жукова кв.|292722313,292722314,292722315,293470494,293470495,293470496,293470497,293470498,293470499,293470500
Луганська область|addr:street|кв. Ленинского Комсомола|301889792,301889793,301890958
Луганська область|addr:street|кв. Ленінського комсомолу|291688556
Луганська область|addr:street|кв. Молодёжный|306581506
Луганська область|addr:street|Квартал Миру|243869745
Луганська область|addr:street|Комарова кв.|290185121,290185122,290185123,290185124,290185125,290185126,290185127,290197517,290197518,290197519,290197520,290197521,290197522,290197523,290197524,290197525,290197526,290197527,290197528,290197529,290197530,290197531,290197532,290243586,290243587,290243588,290243589,290243590,290243591,290243592,290243593,290243594,290243595,290243596,290243597,290243598,290243599,290243600,290243601,290243602,290243603,290243604,290243605,290243607,290243608,290243612
Луганська область|addr:street|Левченко кв.|290266164,290266165,290266166,290266167,290266168,290266169,290266170,290266171,290266172,290266173,290266575,290266576,290266577,290266578,290266579,290266580,290266581,290266582,290266583,290268710,290268713,290268715,290268717,290268719,290268721,290268722,290268724,290268726,290268728,290268730,290268733
Луганська область|addr:street|Лесной|162602263,162602264,162602267
Луганська область|addr:street|Новый городок|117608499,117764866,117764867,117764868,117764869,117764870,117764871,117764895,117764896,117764897
Луганська область|addr:street|Пролетариат Донбаса кв.|132617674
Луганська область|addr:street|Пролетариата Донбасса, кв.|291879689,291879691
Луганська область|addr:street|Промзона|261841749,261844408,261844473
Луганська область|addr:street|Советская 2|262194244
Луганська область|addr:street|Хасанова|303549993
Луганська область|addr:street|ЧИК-23|261825914,261825976,261826467,261826571,261826770,261826924,261826985,261827279,261827316,261827466,261827651,261829850,261834942,261835689
Львівська область|addr:street|Карпатская|283650163
Львівська область|addr:street|Кільцева|224268582,290830802,290830803
Львівська область|addr:street|Майдан 22-го січня|99838141
Львівська область|addr:street|Матійціва|307006422
Львівська область|addr:street|Олега Ольжича|303384270
Львівська область|addr:street|ул. Наливайка|292198543
Львівська область|addr:street|Щирещька|276187296
Миколаївська область|addr:street|Шкільна|276691597
Одеська область|addr:street|1-й км Новомиколаївської дороги|180206412
Одеська область|addr:street|11-я станция Люстдорфской дороги|206230335
Одеська область|addr:street|4|98258797
Одеська область|addr:street|40 лет победы|195859165
Одеська область|addr:street|автошлях Київ-Одеса, 454км (ліворуч)|186155835
Одеська область|addr:street|автошлях Київ-Одеса, 454км (праворуч)|186158968
Одеська область|addr:street|Аркадіївський провулок;Леваневського провулок|161278903
Одеська область|addr:street|Инзовская улица|232228133
Одеська область|addr:street|Куликове поле|187781124
Одеська область|addr:street|Ленина|288211724
Одеська область|addr:street|Молодежная|228465850
Одеська область|addr:street|Нищинского|233601273
Одеська область|addr:street|Новоселов|159677898
Одеська область|addr:street|Промышленная улица|156955525
Одеська область|addr:street|Територія Фонтанської сільської ради|186895449,186895652
Одеська область|addr:street|Шкільний аеродром|160055680
Одеська область|addr:street|Щорса|292555921
Полтавська область|addr:street|278 Квартал|179162695,179162696,179162697,179162698,179162699,179162700,179162701,179162702,179162703
Полтавська область|addr:street|Генерала Манагарова|210271724
Полтавська область|addr:street|Квартал 274|302357780
Полтавська область|addr:street|Квартал 278|302983044,306642233
Полтавська область|addr:street|Рiчна|265277329
Рівненська область|addr:street|Набережная|302630845
Рівненська область|addr:street|Поліщука|289887725
Рівненська область|addr:street|Січових Стрільців|291875721
Севастополь|addr:street|Куйбышевская|109468764
Севастополь|addr:street|Менинского|228671195
Севастополь|addr:street|Яблочкова|308616068
Сумська область|addr:street|Набережна р. Стрiлки|84672466,84672497,168115821,253270306,253270307,253270308,253270309
Сумська область|addr:street|Осипенко|275664410
Сумська область|addr:street|Рябошапко|308748306
Сумська область|addr:street|Чапаева|295404769
Тернопільська область|addr:street|Степана Бандери|146868699
Харківська область|addr:street|9|251665604
Харківська область|addr:street|Кільцевий шлях|85897558
Харківська область|addr:street|микрорайон 1|251665681
Харківська область|addr:street|пр. Героев Сталинграда|303056610
Харківська область|addr:street|проезд Кольцевой|209186513
Харківська область|addr:street|Рынок Барабашово|96831935,96832587,96832588,96833030,96833832,96834735,96834736,96834737,96834738,96834800,96834801,96834802,96834803,96834805,96834806,96834926,96835361,96835362,96835363,96835364,96836076,96836077,96836078,96836079,96836080,96836081,96836082,96836083,96836084,96836085,96836086,96836087,96836088,96836089,96836090,96836091,96836092,96837363,96837364,96837366,96837367,96837369,96837377,96837379,96837865,96837867,96837868,96837870,96837871,96837872,96837876,96837877,96838080,96838081,96838082,96838083,96838186,96838409,96838410,96838411,96838412,96838413,96838414,96838415,96838416,96839026,96839027,96839028,96839029,96839030,96839031,96839283,96839286,96839289,96839290,96839292,96839294,96839295,96839296,96839299,96839301,96839306,96839308,96839309,96839311,96839313,96839316,96839321,96839322,96839326,96839327,96840683,96840684,96840686,96840687,96840688,96840689,96840690,96840691,96841800,96841801,96841802,96841803,96841804,96842072,96842073,96842074,96842078,96842081,96842085,96842086,96842089,96842091,96842093,96842094,96842098,96842099,96842104,96842106,96842107,96842112,96842113,96842114,96842120,96842121,96842122,96842126,96842129,96842132,96842133,96842137,96842138,96842139,96842143,96842145,96842146,96842149,96842320,96844528,96844532,96844534,96844541,96844544,96844546,96844551,96844554,96844558,96844563,96844565,96844571,96844574,96844578,96844584,96844585,96844588,96844596,96844597,96845153,96845662,96845663,96845664,96845665,96845666,96845667,96845668,96845669,96845670,96845671,96845672,96845673,96845674,96845675,96845676,96845677,96845678,96845680,96845681,96845682,96845683,96845684,96845685,96845686,96845687,96845688,96845689,96845690,96845691,96845692,96845693,96845694,96845695,96847024,96850687,96850688,96850690,96850691,96850693,96850698,96850700,96850703,96850704,96850705,96850706,96850708,96850709,96850756,96850757,96850758,96850759,96850760,96850761,96850762,96850763,96850764,96850765,96850766,96850767,96850768,96850769,96850770,96850771,96850772,96850773,96850774,96850775,96850776,96850777,96850778,96850779,96850780,96850781,96850782,96850783,96850784,96850785,96850786,96850787,96850788,96850789,96850790,96850791,96850792,96850794,96850795,96850796,96850797,96850798,96850799,96850800,96850801,96850802,96850803,96855146,96855147,96855148,96855149,96855150,96855151,96855152,96855153,96855155,96855157,96855158,96855159,96855160,96855161,96855162,96855163,96855164,96855165,96855166,96855167,96855168,96855169,96855170,96855171,96855172,96855173,96855174,96855175,96855176,96855177,96855178,96855179,96855346,96855347,96855348,96855349,96855350,96855352,96855353,96855354,96855356,96855359,96855360,96855361,96855367,96855368,96855371,96855372,96855374,96855377,96855380,96855384,96855385,96855389,96855391,96855394,96855397,96855400,96856605,96856609,96856610,96856614,96856973,96857396,96857402,96857403,96857407,96857408,96860371,96860373,96860374,96860376,96860377,96861266,96861272,96862502,96862503,96862504,96862506,96862507,96864937,96864940,96864943,96864947,96864949,96864950,96864951,96864953,96864954,96864956,96864957,96864959,96864960,96865851,96865858,96865861,96865863,96865864,96867090,96868110,96868111,96868112,96869373,96869381,96869382,96869387,96869389,96869390,96872475,96872477,96872478,96872480,96872482,96872485,96872487,96872489,96872490,96872492,96872493,96872495,96872497,96872499,96872500,96872502,96872504,96872507,96872509,96872510,96872511,96872514,96872515,96872517,96872523,96872525,96872526,96872529,96872530,96872532,96872534,96872536,96872537,96872539,96872541,96872543,96872544,96872545,96872548,96872549,96872550,96872553,96872554,96872556,96872558,96872561,96872563,96872570,96872572,96872576,96872580,96872582,96872583,96872585,96872591,96872592,96872598,96872601,96872604,96872605,96872613,96872614,96872617,96872619,96872625,96872627,96872628,96872634,96872635,96872638,96872641,96872644,96872646,96872647,96872654,96872655,96872661,96872663,96872666,96872668,96872670,96872672,96872676,96872678,96872680,96872683,96872686,96872688,96872690,96872693,96872695,96872697,96872700,96872703,96872704,96872707,96872710,96872712,96872714,96872718,96872719,96872722,96872725,96872726,96872728,96872731,96872735,96872736,96872739,96872741,96872745,96872746,96872747,96872752,96872753,96872756,96872758,96872762,96872763,96872764,96872769,96872771,96872773,96872775,96872778,96872780,96872781,96872786,96929860,96929861,96929863,96929864,96929867,96929868,96929870,96929871,96929872,96929874,96929875,96929877,96929878,96929879,96929880,96929881,96929884,96929885,96929886,96929887,96929888,96929889,96929893,96929894,96929897,96929899,96929900,96929901,96929902,96929903,96929905,96929906,96929907,96929911,96929913,96929914,96929917,96929918,96929920,96929923,96929925,96929929,96929930,96929931,96929935,96929936,96929937,96929949,96929950,96929952,96929953,96929954,96929955,96929956,96929957,96929958,96929963,96929965,96929966,96929970,96929973,96929974,96929976,96929978,96929980,96929981,96929982,96929984,96929986,96929988,96929989,96929990,96929991,96929993,96929995,96930000,96930001,96930002,96930004,96930005,96930006,96930007,96935190,96935191,96935193,96935194,96935196,96935197,96935198,96935199,96935200,96935201,96935202,96935203,96935204,96935205,96935206,96935207,96935208,96935209,96935210,96935211,96935212,96935213,96957674,96957675,96957676,96957677,96957678,96957679,96957680,96957681,96957682,96957683,96957684,96957685,96957686,96957687,96959149,96959150,96959151,96959152,96959153,96959154,96959155,96959156,96959158,96959159,96959160,96959161,96959162,96959163,96959164,96959165,96959166,96959167,96959981,96983407,96983408,96983409,96983411,96983412,96983413,96983414,96983416,96983417,96983418,96983419,96983420,96983422,96983423,96983424,96983426,96983427,96983428,96983430,96983432,96983433,96983434,96983436,96983437,96983439,96983440,96983441,96983443,96983445,96983449,96983450,96983451,96983452,96983453,96983455,96983458,96983459,96983466,96983468,96983472,96983475,96983481,96983483,96983485,96983487,96983491,96983492,96983496,96983497,96983501,96983503,96983506,96983507,96983510,97386935,97386936,97386937,97386938,97386942,97386945,97389884
Херсонська область|addr:street|Демьяна Бедного улица|263141657
Херсонська область|addr:street|Набережна|232782377
Херсонська область|addr:street|площадь Свободы|130852319
Херсонська область|addr:street|Соборна (Леніна) вулиця|306495838,306495977
Хмельницька область|addr:street|головна|251939699,251939702,251939704,251939706,251939741,251939744,251939746,251939748,251939750,251939752,251939757,251939759,251939761,251939763,251939796,251939798,251939804
Хмельницька область|addr:street|Горького|243542950
Хмельницька область|addr:street|Леніна|281696329,295400245
Хмельницька область|addr:street|Маліновського|280775290,288536821,288537496
Черкаська область|addr:street|11|185504353
Черкаська область|addr:street|16|251062450
Черкаська область|addr:street|8Марта|292083238
Черкаська область|addr:street|автошлях Київ-Одеса, 226км + 700м (праворуч)|125505752
Черкаська область|addr:street|Зелена|299498419,299498420
Черкаська область|addr:street|Леніна|281069172,281069277
Черкаська область|addr:street|Самойлова 11|185504354
Черкаська область|addr:street|Шевченка/О.Кошового|78451369
